question_id,category,question,reference_answer,gold_chunk_ids,source_doc_ids,scheme_names,bridge_entity,evidence_snippets,automatic_checks,status,reviewer,question_natural,category_correct,answer_supported,gold_chunks_correct,scheme_documents_correct,bridge_valid,two_chunk_necessity,lexical_leakage_acceptable,duplicate_intent,rationale
q_0083,multi_hop,What combined evidence connects Ambedkar Social Innovation and Incubation Mission (ASIIM) and Credit Enhancement Guarantee Scheme For The Scheduled Castes through scheduled caste?,"Selection and Automatic Incubation The start-up ideas presented by Scheduled Caste (SC)/Scheduled Caste Divyang students that have been selected by the Technology Business Incubators (TBIs) will be automatically selected for incubation under the Ambedkar Social Innovation and Incubation Mission (ASIIM). Additionally, 3: After approval of the loan, the MLI shall issue a valid Sanction Letter/Letter of Intent (LoI) to the Scheduled Caste beneficiary, enterprise, company, firm, society, sole proprietorship firm, or individual.","[""chunk_ba1d8435"", ""chunk_1e1cbad8""]","[""doc_88358036b6bc"", ""doc_888392279272""]","[""Ambedkar Social Innovation and Incubation Mission (ASIIM)"", ""Credit Enhancement Guarantee Scheme For The Scheduled Castes""]",scheduled caste,"[""fund. Selection and Automatic Incubation The start-up ideas presented by Scheduled Caste (SC)/Scheduled Caste Divyang students that have been selected by the Technology Business Incubators (TBIs) will be automatically selected for incubation under the Ambedkar Social Innovation and Incubation Mission (ASIIM). Company Formation and Compliance Prior to receiving assistance, selected participants who are not already incorporated must convert their Proprietary Firms, Partnership Firms, One Person Co"", ""3: After approval of the loan, the MLI shall issue a valid Sanction Letter/Letter of Intent (LoI) to the Scheduled Caste beneficiary, enterprise, company, firm, society, sole proprietorship firm, or individual. Step 4: The MLI shall register the loan application with IFCI Limited after agreeing in principle to extend the loan to the Scheduled Caste beneficiary. The MLI may submit the application through the CEGSSC web portal, after which an acknowledgement/token number will be generated. Step 5:""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0084,multi_hop,What combined evidence connects Mahila Samman Savings Certificate and National Savings Certificates (VIII-Issue) Scheme through department of economic affairs implementing?,"Scheme: Mahila Samman Savings Certificate Ministry: Ministry Of Finance Department: Department Of Economic Affairs Implementing agency: Post Office Branch Or A Designated Bank Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The scheme aims to provide a secure savings option with assured returns for women. Additionally, Scheme: National Savings Certificates (VIII-Issue) Scheme Ministry: Ministry Of Finance Department: Department Of Economic Affairs Implementing agency: Post Office Branch Or A Designated Bank Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The scheme “National Savings Certificates (VIII-Issue) Scheme” was launched by the Department of Economic Affairs, Ministry of Finance, Government of India to promote a culture of long-term savings among individuals.","[""chunk_aa3beb45"", ""chunk_e41622a9""]","[""doc_746eaddd4ce0"", ""doc_157e35020373""]","[""Mahila Samman Savings Certificate"", ""National Savings Certificates (VIII-Issue) Scheme""]",department of economic affairs implementing,"[""Scheme: Mahila Samman Savings Certificate Ministry: Ministry Of Finance Department: Department Of Economic Affairs Implementing agency: Post Office Branch Or A Designated Bank Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The scheme aims to provide a secure savings option with assured returns for women. Through this scheme, 7.5% interest and flexible savings benefits are provided to women and minor girls. Detailed description The scheme “Mahila Samma"", ""Scheme: National Savings Certificates (VIII-Issue) Scheme Ministry: Ministry Of Finance Department: Department Of Economic Affairs Implementing agency: Post Office Branch Or A Designated Bank Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The scheme “National Savings Certificates (VIII-Issue) Scheme” was launched by the Department of Economic Affairs, Ministry of Finance, Government of India to promote a culture of long-term savings among individuals.""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0085,multi_hop,What combined evidence connects Micro Finance Scheme of NMDFC and National Mission on Edible Oils- Oil Palm through self help groups?,"Answer: The scheme benefits members of Self Help Groups (SHGs), primarily minority women, who are engaged in small trade or income-generating activities and have limited access to formal banking systems. Additionally, Answer: The State Governments may develop a sound mechanism for involvement of PRIs in the formulation, prioritization of activities & identification of beneficiaries at grass root level and ensure involvement of NGOs, Self Help Groups and Private companies for selection of beneficiary, identification and mapping of priority areas, liaising with processors, state officials and SAUs, etc.","[""chunk_594fd974"", ""chunk_b6da3286""]","[""doc_ba4f00960a99"", ""doc_053efb394a7a""]","[""Micro Finance Scheme of NMDFC"", ""National Mission on Edible Oils- Oil Palm""]",self help groups,"[""account (Aadhaar linked) and individual passbooks. Record of thrift and credit activity (for at least six months). Meeting Register, Savings Ledger, and Loan Ledger maintained by SHG. Business Activity Plan or list of proposed income-generating activities. Affidavit/Self-declaration that no other microfinance assistance is being received. Frequently asked questions Question: Who can benefit from the Micro-Finance Scheme? Answer: The scheme benefits members of Self Help Groups (SHGs), primarily m"", ""recommended to consult with the relevant authorities for detailed information on documents to be submitted. Frequently asked questions Question: What is the fund flow mechanism for the scheme? Answer: Release of Central and States’ share for this scheme will be through PFMS system. Both the GoI and State share of funds shall be transferred through defined mechanism of PFMS. Question: Is there a role of Panchayati Raj Institutions (PRIs) under the scheme? Answer: The State Governments may develop""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0086,multi_hop,What combined evidence connects Indira Gandhi National Widow Pension Scheme and Janani Suraksha Yojana (JSY) through below poverty line?,"The applicant must belong to a household identified as living Below Poverty Line (BPL) as per the criteria prescribed by the Government of India. Additionally, The applicant does not need any marriage or Below Poverty Line (BPL) certification if delivering in a Government or accredited private health institution.","[""chunk_99478c0a"", ""chunk_0a920a3a""]","[""doc_36f1bfbe2807"", ""doc_b20e0ce2bc2b""]","[""Indira Gandhi National Widow Pension Scheme"", ""Janani Suraksha Yojana (JSY)""]",below poverty line,"[""The Passbook contain details of the Sanction Order, particulars of the pensioner and disbursement details The list of beneficiaries to whom sanctions are issued is displayed at the Gram Panchayat / Ward / Municipal Office and updated every three months. The Pension amount is directly paid to the beneficiaries through the Direct Benefit Transfer (DBT) process to their post office or bank account. Required documents Death Certificate of husband – With the name of the surviving wife(widow). BPL Car"", ""mother or her husband voluntarily undergoes sterilization immediately after delivery, the compensation money available under the existing Family Welfare scheme should be disbursed to the mother at the hospital itself. Antenatal Care (ANC) Services Includes identification and registration of pregnant women, provision of at least three ANC check-ups, Tetanus Toxoid (TT) injections, and Iron Folic Acid (IFA) tablets. Postnatal Care (PNC) Services Includes a postnatal visit within 7 days of delivery""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0087,multi_hop,What combined evidence connects Begum Hazrat Mahal National Scholarship Program and Maulana Azad National Fellowship For Minority Students through ministry of minority affairs?,"Scheme: Begum Hazrat Mahal National Scholarship Program Ministry: Ministry Of Minority Affairs Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview Begum Hazrat Mahal National scholarship is a scholarship scheme also known as Maulana Azad National scholarship scheme was first announced on 3rd May 2003. Additionally, Scheme: Maulana Azad National Fellowship For Minority Students Ministry: Ministry Of Minority Affairs Implementing agency: University Grant Commission Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview Maulana Azad National Fellowship For Minority Students was launched in 2009 by the Ministry of Minority Affairs for providing financial aid to students for their higher studies.","[""chunk_6a1ab95d"", ""chunk_8caef92e""]","[""doc_46bd9efa1745"", ""doc_4135820cf466""]","[""Begum Hazrat Mahal National Scholarship Program"", ""Maulana Azad National Fellowship For Minority Students""]",ministry of minority affairs,"[""Scheme: Begum Hazrat Mahal National Scholarship Program Ministry: Ministry Of Minority Affairs Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview Begum Hazrat Mahal National scholarship is a scholarship scheme also known as Maulana Azad National scholarship scheme was first announced on 3rd May 2003. It is a national level scholarship started for the benefit of the girl’s student belonging to the minority communities. Detailed description The Scheme of “B"", ""Scheme: Maulana Azad National Fellowship For Minority Students Ministry: Ministry Of Minority Affairs Implementing agency: University Grant Commission Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview Maulana Azad National Fellowship For Minority Students was launched in 2009 by the Ministry of Minority Affairs for providing financial aid to students for their higher studies. Detailed description The objective of the Fellowship is to provide five year fe""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0088,multi_hop,What combined evidence connects Internship Scheme Of The Department Of Economic Affairs and Kisan Vikas Patra Scheme through department of economic affairs?,"Answer: This internship is neither a job nor any such assurance thereof in the Department of Economic Affairs. Additionally, Answer: ‘Kisan Vikas Patra Scheme’ was relaunched in the year 2014 by the Department of Economic Affairs, Ministry Of Finance, Government of India in view of the popular demand and to revitalize Small Savings.","[""chunk_98e3d70d"", ""chunk_0fc946cc""]","[""doc_97bd30334fde"", ""doc_084c8d312d79""]","[""Internship Scheme Of The Department Of Economic Affairs"", ""Kisan Vikas Patra Scheme""]",department of economic affairs,"[""All The Universities In India Apply For This Internship? Answer: Only the students from the Universities/ Institutions which are within the top 25 ranks as per the National Institutional Ranking Framework, by the Ministry of Human Resource Development or QS-ranked International Institutes, can apply for this Internship. Question: Under What Circumstances, Can The Tenure Of An Internship Be Ended Prematurely? Answer: Interns, whose performance is unsatisfactory, may be relieved prematurely. Quest"", ""of the death of any of the account holders in a joint account, the account shall be transferred in the name of the surviving account holder or account holder, as the case may be. Payment on the death of the account holder: In the event of the death of the depositor of a single account or of all the depositors in a joint account, the deposit shall be payable to the nominee if a nomination exists or to the legal heir(s). Where there are not more than three surviving nominees or legal heirs, they m""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0089,multi_hop,What combined evidence connects AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens and SMILE through the companies act?,"Answer: The Non-Governmental Organization must be a charitable company licensed specifically under Section 25 of the Companies Act, 1958, to meet the eligibility requirements for receiving grant-in-aid. Additionally, (b)A registered public Trust (c)A Company established under Section 25 of the Companies Act, B.","[""chunk_797e87b4"", ""chunk_34ee95f1""]","[""doc_ca4b29fe5546"", ""doc_6a40899766bf""]","[""AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens"", ""SMILE""]",the companies act,"[""I intend to provide services through a project, is it acceptable for the bank account to be held solely in the name of the Non-Governmental Organization? Answer: No, the bank account used by the Non-Governmental Organization or Voluntary Organization for receiving the assistance must be maintained and operated jointly. Question: If the proposed project involves establishing a new physiotherapy clinic, can I expect to receive a grant-in-aid under the State Action Plan for Senior Citizens sub-sche"", ""account in the name of the President / Secretary of the organization, in respect of the grants received under this programme. (k)The Grantee institution/NGO should be registered with NGO Darpan Portal of Niti Aayog. (l)Selected NGOs may be given one-month of preparatory time for arranging all the infrastructure, manpower, services, selection of residents, safety security, medical, convergence services, communication, internet, etc. The second month onwards, full- pledged Garima Greh has to start""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0090,multi_hop,What combined evidence connects Agricultural Extension and ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences through department of agriculture research?,"Scheme: Agricultural Extension Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Implementing agency: National Institute Of Agricultural Extension Management Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview Extension Division endeavours towards successful implementation of Agricultural Extension activities. Additionally, Scheme: ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Implementing agency: Indian Council Of Agricultural Research Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview ICAR awards a certain number of Senior Research Fellowships for Ph.D.","[""chunk_3aac3916"", ""chunk_bb712328""]","[""doc_99ae16f43997"", ""doc_97925511123b""]","[""Agricultural Extension"", ""ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences""]",department of agriculture research,"[""Scheme: Agricultural Extension Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Implementing agency: National Institute Of Agricultural Extension Management Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview Extension Division endeavours towards successful implementation of Agricultural Extension activities. Through its various programmes, schemes and activities, Extension Division hel"", ""Scheme: ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Implementing agency: Indian Council Of Agricultural Research Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview ICAR awards a certain number of Senior Research Fellowships for Ph.D. in an Agricultural University (AU), in different disciplines of agricul""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0091,multi_hop,What combined evidence connects Indira Gandhi National Widow Pension Scheme and Pradhan Mantri Gram Sadak Yojana through department of rural development?,"Scheme: Indira Gandhi National Widow Pension Scheme Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: State/UT Government Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview A non-contributory pension scheme to provide social security to widows of poor family (BPL) of the society. Additionally, Scheme: Pradhan Mantri Gram Sadak Yojana Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: Rural Works Departments And State PWDs Level: Central Target beneficiaries: All Overview With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-weather access to eligible unconnected habitations.","[""chunk_eabef128"", ""chunk_0afb475a""]","[""doc_36f1bfbe2807"", ""doc_2cfbf6b75fa1""]","[""Indira Gandhi National Widow Pension Scheme"", ""Pradhan Mantri Gram Sadak Yojana""]",department of rural development,"[""Scheme: Indira Gandhi National Widow Pension Scheme Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: State/UT Government Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview A non-contributory pension scheme to provide social security to widows of poor family (BPL) of the society. Detailed description Indira Gandhi National Widow Pension Scheme (IGNWPS) is implemented by Ministry of Rural Development, "", ""Scheme: Pradhan Mantri Gram Sadak Yojana Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: Rural Works Departments And State PWDs Level: Central Target beneficiaries: All Overview With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-weather access to eligible unconnected habitations. Detailed descript""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0092,multi_hop,What combined evidence connects Begum Hazrat Mahal National Scholarship Program and SMILE through the state government/union territory administration?,"The State Government/Union Territory Administration can also directly cancel the award if duly satisfied with the reasons of violation of these regulations governing the scheme. Additionally, (c)The scholarship shall be awarded to students studying in a government or private higher secondary school/college/university, including such residential institutes of the Government and eligible private institutes selected and notified in a transparent manner by the State Government/Union Territory Administration concerned.","[""chunk_6a1ab95d"", ""chunk_03e828a2""]","[""doc_46bd9efa1745"", ""doc_6a40899766bf""]","[""Begum Hazrat Mahal National Scholarship Program"", ""SMILE""]",the state government/union territory administration,"[""Scheme: Begum Hazrat Mahal National Scholarship Program Ministry: Ministry Of Minority Affairs Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview Begum Hazrat Mahal National scholarship is a scholarship scheme also known as Maulana Azad National scholarship scheme was first announced on 3rd May 2003. It is a national level scholarship started for the benefit of the girl’s student belonging to the minority communities. Detailed description The Scheme of “B"", ""secondary stage. The self-perceived gender identity of the Transgender persons up to the age of class 8th remains ambiguous to large extent and therefore the transgender identity of the children may not be established. 1.2.1.3. Objectives (a)The objective is to provide financial assistance to the Transgender students studying in IX and above to enable them to complete their education. (b)To support Transgender students to study further in order to prepare themselves to earn their livelihood and ""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0093,multi_hop,What combined evidence connects Construction of Hostels for OBC Boys and Girls and Disha - Early Intervention and School Readiness Scheme through ministry of social justice?,"Scheme: Construction of Hostels for OBC Boys and Girls Ministry: Ministry Of Social Justice and Empowerment Department: Department of Social Justice & Empowerment Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: State Government, University / Institution Overview The Scheme aims at providing hostel facilities to students belonging to socially and educationally backward classes, especially from rural areas, to enable them to pursue secondary and higher education. Additionally, Detailed description Disha-Early Intervention and School Readiness Scheme was launched by the Department of Empowerment of Persons with Disabilities , Ministry of Social Justice and Empowerment.","[""chunk_054b5d2b"", ""chunk_b9e694ae""]","[""doc_007da74871e7"", ""doc_1d4b308ea354""]","[""Construction of Hostels for OBC Boys and Girls"", ""Disha - Early Intervention and School Readiness Scheme""]",ministry of social justice,"[""Scheme: Construction of Hostels for OBC Boys and Girls Ministry: Ministry Of Social Justice and Empowerment Department: Department of Social Justice & Empowerment Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: State Government, University / Institution Overview The Scheme aims at providing hostel facilities to students belonging to socially and educationally backward classes, especially from rural areas, to enable them to pursue secondary and higher education. Detai"", ""Scheme: Disha - Early Intervention and School Readiness Scheme Ministry: Ministry Of Social Justice and Empowerment Department: Department Of Empowerment Of Persons With Disabilities Implementing agency: Department Of Empowerment Of Persons With Disabilities Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview This scheme aims at setting up Disha Centres for early intervention for Person with Disability (PwD) in 0-10 years of age covered under the National ""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0094,multi_hop,What combined evidence connects ICAR Junior Research Fellowship For Post-Graduate Studies In Agricultural Sciences and ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences through aligarh muslim university?,"Banaras Hindu University (BHU), Aligarh Muslim University (AMU), Visva Bharti, and Nagaland University, collectively hereinafter referred to as the Agricultural Universities (AUs). Additionally, Banaras Hindu University (BHU), Aligarh Muslim University (AMU), Visva Bharti, and Nagaland University, collectively hereinafter referred to as the Agricultural Universities (AUs).","[""chunk_4f60c46f"", ""chunk_bb712328""]","[""doc_e0c77d4ef2a7"", ""doc_97925511123b""]","[""ICAR Junior Research Fellowship For Post-Graduate Studies In Agricultural Sciences"", ""ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences""]",aligarh muslim university,"[""Scheme: ICAR Junior Research Fellowship For Post-Graduate Studies In Agricultural Sciences Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Implementing agency: Indian Council Of Agricultural Research Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview ICAR awards a certain number of Junior Research Fellowships for Postgraduate Studies (course and research work) leading to a Master’s degree,"", ""Scheme: ICAR Senior Research Fellowship For Post-Graduate Studies In Agricultural Sciences Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Implementing agency: Indian Council Of Agricultural Research Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview ICAR awards a certain number of Senior Research Fellowships for Ph.D. in an Agricultural University (AU), in different disciplines of agricul""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0095,multi_hop,What combined evidence connects AICTE e-Shodh Sindhu Scheme (eSS) and AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME through department of higher education?,"Scheme: AICTE e-Shodh Sindhu Scheme (eSS) Ministry: Ministry of Education Department: Department Of Higher Education Level: Central Scheme type: Central Sector Scheme Target beneficiaries: University / Institution Overview AICTE e-Shodh Sindhu Scheme (eSS) provides subscriptions of e-Resources like Web of Science, Scopus, ASME, ASCE and Bentham Science to institutions. Additionally, Scheme: AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME Ministry: Ministry of Education Department: Department Of Higher Education Level: Central Scheme type: Central Sector Scheme Target beneficiaries: University / Institution Overview Short Term Training Programme-SFURTI Program aims to provide financial assistance from AICTE to the institutions for conducting faculty and student trainings to enable faculty members and students in the field of technical education.","[""chunk_910acbaa"", ""chunk_f5178833""]","[""doc_e0e872e12b7f"", ""doc_eee2f6bf1894""]","[""AICTE e-Shodh Sindhu Scheme (eSS)"", ""AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME""]",department of higher education,"[""Scheme: AICTE e-Shodh Sindhu Scheme (eSS) Ministry: Ministry of Education Department: Department Of Higher Education Level: Central Scheme type: Central Sector Scheme Target beneficiaries: University / Institution Overview AICTE e-Shodh Sindhu Scheme (eSS) provides subscriptions of e-Resources like Web of Science, Scopus, ASME, ASCE and Bentham Science to institutions. Detailed description Launched by the All India Council for Technical Education, AICTE e-Shodh Sindhu Scheme (eSS) provides subsc"", ""Scheme: AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME Ministry: Ministry of Education Department: Department Of Higher Education Level: Central Scheme type: Central Sector Scheme Target beneficiaries: University / Institution Overview Short Term Training Programme-SFURTI Program aims to provide financial assistance from AICTE to the institutions for conducting faculty and student trainings to enable faculty members and students in the field of technical education. Detailed description Short ""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0096,multi_hop,What combined evidence connects AICTE – Mitacs Globalink Research Internship (GRI) Scheme and AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME through ministry of education department?,"Scheme: AICTE – Mitacs Globalink Research Internship (GRI) Scheme Ministry: Ministry of Education Department: Department Of Higher Education Implementing agency: AICTE And Mitacs Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview The scheme aims to promote collaborative research between India and Canada. Additionally, Scheme: AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME Ministry: Ministry of Education Department: Department Of Higher Education Level: Central Scheme type: Central Sector Scheme Target beneficiaries: University / Institution Overview Short Term Training Programme-SFURTI Program aims to provide financial assistance from AICTE to the institutions for conducting faculty and student trainings to enable faculty members and students in the field of technical education.","[""chunk_b0152e51"", ""chunk_f5178833""]","[""doc_8673adc5eaac"", ""doc_eee2f6bf1894""]","[""AICTE – Mitacs Globalink Research Internship (GRI) Scheme"", ""AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME""]",ministry of education department,"[""Scheme: AICTE – Mitacs Globalink Research Internship (GRI) Scheme Ministry: Ministry of Education Department: Department Of Higher Education Implementing agency: AICTE And Mitacs Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview The scheme aims to promote collaborative research between India and Canada. Through this scheme, fully funded international research internships are provided to eligible Indian undergraduate students. Detailed description Th"", ""Scheme: AICTE SHORT TERM TRAINING PROGRAMME-SFURTI SCHEME Ministry: Ministry of Education Department: Department Of Higher Education Level: Central Scheme type: Central Sector Scheme Target beneficiaries: University / Institution Overview Short Term Training Programme-SFURTI Program aims to provide financial assistance from AICTE to the institutions for conducting faculty and student trainings to enable faculty members and students in the field of technical education. Detailed description Short ""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0097,multi_hop,What combined evidence connects Mission on Integrated Development of Horticulture- NHM and HMNEH and Pradhan Mantri Gram Sadak Yojana through himalayan states?,"The Government of India contributes 60% of the programme cost and States contribute 40%; for North Eastern and Himalayan States, the sharing pattern is 90:10. Additionally, For North Eastern and Himalayan States (Jammu & Kashmir, Uttarakhand, and Himachal Pradesh) 90% of a project is the Union Government funds, and 10% of this cost, is the State Government funds.","[""chunk_3a805dd7"", ""chunk_0afb475a""]","[""doc_f6381d86cd31"", ""doc_2cfbf6b75fa1""]","[""Mission on Integrated Development of Horticulture- NHM and HMNEH"", ""Pradhan Mantri Gram Sadak Yojana""]",himalayan states,"[""Scheme: Mission on Integrated Development of Horticulture- NHM and HMNEH Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture & Farmers Welfare Implementing agency: State/UT Horticulture Department Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual, Government Organisation, State Government, Registered Societies, Business Entity Overview The scheme aims to promote the holistic growth of the horticulture sector through pr"", ""Scheme: Pradhan Mantri Gram Sadak Yojana Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: Rural Works Departments And State PWDs Level: Central Target beneficiaries: All Overview With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-weather access to eligible unconnected habitations. Detailed descript""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
q_0098,multi_hop,What combined evidence connects Coconut Palm Insurance Scheme and Kera Suraksha Insurance Scheme through coconut development board?,"Loss assessment certification is required to be furnished by the Coconut Development Board (CDB)/Agriculture/Horticulture Department/State Agriculture University (SAU), as authorized by the insurance company for each district, justifying cause for loss of palm, within 15 days from the intimation of loss. Additionally, Answer: Application form duly filled in and countersigned by Agriculture officer/Panchayath President/CPF office bearers/CPC Directors along with premium share and age proof needs to be sent to Chairman, Coconut Development Board, Kera Bhavan, SRVHS Road, Kochi - 682011, Kerala.","[""chunk_030a851f"", ""chunk_6709215b""]","[""doc_b04e3412e5e8"", ""doc_d2b7066f0f18""]","[""Coconut Palm Insurance Scheme"", ""Kera Suraksha Insurance Scheme""]",coconut development board,"[""in view the scope of insurance coverage: Loss by Theft, War, Invasion, Civil War. Rebellion, Revolution, Insurrection, Mutiny, Lockout, Malicious Damage, Conspiracy, Military/Usurped Power, Civil Commotion, Confiscation, Requisition/Destruction/damage by order of any Government de-jure/de-facto/by any public/municipal/local authority, including damage due to power transmission. Nuclear reaction, nuclear radiation or radioactive contamination. Impact damage due to aircraft or other falling object"", ""Answer: The insurance coverage is valid for one year and needs to be renewed annually by paying ₹94 as a contribution from the beneficiary. Question: What is the objective of the Kera Suraksha Insurance Scheme? Answer: The scheme aims to attract unemployed youth to the agriculture sector, overcome the shortage of coconut tree climbers, and promote skill development through programs like Friends of Coconut Tree (FoCT). Question: What benefits are provided under the scheme? Answer: The scheme prov""]","{""gold_ids_resolve"": true, ""source_document_ids_resolve"": true, ""answer_exactly_supported"": true, ""two_chunks_for_cross_scheme"": true, ""question_intent_unique"": true}",pending,,,,,,,,,,,
