query_id,category,question,chunk_id,systems,original_relevance,candidate_text,review_status,reviewer,relevance,rationale,second_reviewer_relevance
q_0070,entity_relation,How are Food Safety & Standards Authority Of India (FSSAI) Internship Scheme and Pradhan Mantri Surakshit Matritva Abhiyan related through ministry of health family welfare?,chunk_15c479e6,"{""entity_graph"": {""rank"": 3, ""score"": 0.5}}",,"health check-up of all children registered in the crèche should be done at least once per quarter by registered medical practitioner/doctors from Government Hospitals. The centre must at all times be equipped with basic First Aid & Medicine Kit containing paediatric medicines for common ailments like fever, body ache, vomiting, cough and cold, diarrhoea, ear-ache, eye infection, stomach ache, worm infestation etc. and band-aids/ bandages, cotton wool and disinfectants for minor injuries. ORS packets, scissors, thermometer and antiseptic ointment should also be part of the medicine kit. The crèche timings need to be flexible depending on the local requirements. Crèches shall be open for 26 da",pending,,,,
q_0070,entity_relation,How are Food Safety & Standards Authority Of India (FSSAI) Internship Scheme and Pradhan Mantri Surakshit Matritva Abhiyan related through ministry of health family welfare?,chunk_1baaa669,"{""bm25"": {""rank"": 3, ""score"": 56.58341504366881}, ""faiss"": {""rank"": 2, ""score"": 0.6690440013891148}}",,"Educational Qualifications. Frequently asked questions Question: What Is The Full Name Of FSSAI? Answer: The full name of FSSAI is ""Food Safety & Standards Authority of India"". Question: Under Whose Aegis Is The FSSAI Internship Scheme? Answer: FSSAI is a statutory body established under the Food Safety & Standards Act, 2006 under the aegis of the Ministry of Health & Family Welfare, Government of India. Question: What Is The Responsibility Of FSSAI? Answer: FSSAI is the apex body responsible for ensuring food safety and compliance with food standards across the country. Question: What Are The Objectives Of This Internship Scheme? Answer: The Internship Program by the FSSAI provides interns ",pending,,,,
q_0070,entity_relation,How are Food Safety & Standards Authority Of India (FSSAI) Internship Scheme and Pradhan Mantri Surakshit Matritva Abhiyan related through ministry of health family welfare?,chunk_8ce14990,"{""bm25"": {""rank"": 1, ""score"": 58.82382725896743}}",,"Scheme: Pradhan Mantri Surakshit Matritva Abhiyan Ministry: Ministry Of Health & Family Welfare Department: Department of Health and Family Welfare Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview The scheme aims to provide fixed-day assured, comprehensive and quality antenatal care universally to all pregnant women in 2nd and 3rd trimester on the 9th of every month. It offers free comprehensive antenatal care services at government health facilities. Detailed description The scheme ""Pradhan Mantri Surakshit Matritva Abhiyan"" was launched on 9th June 2016 by the Ministry of Health & Family Welfare, Government of India, aims to provide fixed-day",pending,,,,
q_0070,entity_relation,How are Food Safety & Standards Authority Of India (FSSAI) Internship Scheme and Pradhan Mantri Surakshit Matritva Abhiyan related through ministry of health family welfare?,chunk_99579831,"{""faiss"": {""rank"": 3, ""score"": 0.586209164088444}}",,"the internship i.e. on submission, review of final report/presentation and recommendation by the Project Evaluation Committee. Eligibility The students pursuing a full-time Graduate/Post Graduate Degree/higher degree from a Recognized Institute within India/ abroad, in any of the following: Post Graduate Degree/B.Tech/BE from a recognized University or Institution in Chemistry or Biochemistry or Food Technology or Food Science & Technology or Food & Nutrition or Edible Oil Technology or Microbiology or Dairy Technology or Agricultural or horticultural Sciences or Industrial Microbiology or Toxicology or Public Health or Life Science or Biotechnology or Fruit & Vegetable Technology or Food Sa",pending,,,,
q_0071,entity_relation,How are Janani Suraksha Yojana (JSY) and Welfare Measures for Transgender Persons related through government hospitals?,chunk_0a920a3a,"{""bm25"": {""rank"": 1, ""score"": 34.093779587490964}, ""entity_graph"": {""rank"": 1, ""score"": 0.5}}",,"mother or her husband voluntarily undergoes sterilization immediately after delivery, the compensation money available under the existing Family Welfare scheme should be disbursed to the mother at the hospital itself. Antenatal Care (ANC) Services Includes identification and registration of pregnant women, provision of at least three ANC check-ups, Tetanus Toxoid (TT) injections, and Iron Folic Acid (IFA) tablets. Postnatal Care (PNC) Services Includes a postnatal visit within 7 days of delivery to track the mother’s health and facilitate care, counseling for the initiation of breastfeeding within one hour of delivery and its continuance for 3-6 months, and promotion of family planning. Newb",pending,,,,
q_0071,entity_relation,How are Janani Suraksha Yojana (JSY) and Welfare Measures for Transgender Persons related through government hospitals?,chunk_0ea575f7,"{""entity_graph"": {""rank"": 2, ""score"": 0.5}}",,"1 | P a g e Support for Marginalized Individuals for Livelihood and Enterprise (SMILE) GUIDELINES GOVERNMENT OF INDIA MINISTRY OF SOCIAL JUSTICE & EMPOWERMENT DEPARTMENT OF SOCIAL JUSTICE AND EMPOWERMENT (w.e.f. 12th February 2022) ********* The Ministry of Social Justice and Empowerment has formulated an umbrella scheme “SMILE - Support for Marginalized Individuals for Livelihood and Enterprise”, which includes two sub-schemes - ‘Central Sector Scheme for Comprehensive Rehabilitation for Welfare of Transgender Persons’ and ‘Central Sector Scheme for Comprehensive Rehabilitation of persons engaged in the act of Begging’. This umbrella scheme would cover several comprehensive measures includi",pending,,,,
q_0071,entity_relation,How are Janani Suraksha Yojana (JSY) and Welfare Measures for Transgender Persons related through government hospitals?,chunk_15c479e6,"{""entity_graph"": {""rank"": 3, ""score"": 0.5}}",,"health check-up of all children registered in the crèche should be done at least once per quarter by registered medical practitioner/doctors from Government Hospitals. The centre must at all times be equipped with basic First Aid & Medicine Kit containing paediatric medicines for common ailments like fever, body ache, vomiting, cough and cold, diarrhoea, ear-ache, eye infection, stomach ache, worm infestation etc. and band-aids/ bandages, cotton wool and disinfectants for minor injuries. ORS packets, scissors, thermometer and antiseptic ointment should also be part of the medicine kit. The crèche timings need to be flexible depending on the local requirements. Crèches shall be open for 26 da",pending,,,,
q_0071,entity_relation,How are Janani Suraksha Yojana (JSY) and Welfare Measures for Transgender Persons related through government hospitals?,chunk_25f4f1f8,"{""bm25"": {""rank"": 3, ""score"": 32.93061813793287}}",,"counter upon discharge. All payments before or after seven days of delivery are treated as illegitimate subject to audit objection. Postnatal Care and Immunization The Accredited Social Health Activist is mandated to conduct a postnatal visit within seven days following delivery to monitor the mother's health and to facilitate the newborn's immunization, specifically for Bacillus Calmette–Guérin (BCG). This postnatal visit and the child's immunization are prerequisites for the Accredited Social Health Activist to receive her second payment installment. Sterilization Compensation (if applicable) Should the mother or her husband voluntarily choose to undergo sterilization immediately after the",pending,,,,
q_0071,entity_relation,How are Janani Suraksha Yojana (JSY) and Welfare Measures for Transgender Persons related through government hospitals?,chunk_6e01dd8c,"{""bm25"": {""rank"": 2, ""score"": 33.349747350414574}}",,"Scheme: Janani Suraksha Yojana (JSY) Ministry: Ministry Of Health & Family Welfare Department: Department of Health and Family Welfare Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview The scheme aims to reduce maternal and neonatal mortality by promoting institutional deliveries among poor pregnant women. It offers cash assistance for institutional and home deliveries, along with antenatal and postnatal care support, primarily benefiting poor pregnant women across India. Detailed description The scheme ""Janani Suraksha Yojana"" was launched in 12th April 2025 by the Ministry of Health and Family Welfare, Government of India. The scheme aims to r",pending,,,,
q_0071,entity_relation,How are Janani Suraksha Yojana (JSY) and Welfare Measures for Transgender Persons related through government hospitals?,chunk_93cadfbd,"{""faiss"": {""rank"": 2, ""score"": 0.5986866816784251}}",,"provided by the Transgender Welfare Board. The Transgenders from Chennai District explained about the economic activities, they are carrying out to earn income. They stated that they had received subsidy from the Government and also obtained loans from the Indian Bank to set up cloth business. They stated that they do their business from their houses. They sell sarees, nighties and other clothes within their Transgender Communities and also to the surrounding people. They stated that the monetary help given by the Government through the Transgender Welfare Board has helped them to earn a decent living and has weaned them away from their earlier ways of earning their living. The Transgenders ",pending,,,,
q_0071,entity_relation,How are Janani Suraksha Yojana (JSY) and Welfare Measures for Transgender Persons related through government hospitals?,chunk_d1700bfb,"{""faiss"": {""rank"": 1, ""score"": 0.5995915667854637}}",,"on Transgender had been constituted in Sikkim state. He stated that a Medical Certificate was enough to have access to programmes of the State Government. Further, the State had started a pension scheme and other welfare measures for the community. The State has also constituted a medical board to verify the status of Transgender to make them eligible for the schemes. Ms. Laxmi Narayan Tripathi, Mumbai pointed out that Thailand is a model country wherein all the required facilities are being made available to the Transgender Community. Further, she suggested for the establishment of a Commission on Transgender and protection of Transgender culture. She strongly recommended that the nodal Min",pending,,,,
q_0071,entity_relation,How are Janani Suraksha Yojana (JSY) and Welfare Measures for Transgender Persons related through government hospitals?,chunk_d3b96604,"{""faiss"": {""rank"": 3, ""score"": 0.5972064609809252}}",,"most of such schemes, special emphasis is given to cover the weaker sections of the society and other disadvantaged groups. The Expert Committee is of the view that these schemes could be effectively utilized for providing benefits to such transgender persons who are eligible under those schemes. Some of such schemes/programmes are mentioned below (list is not exhaustive):  MGNREGA  National Rural Livelihoods Mission (NRLM) – AAJEEVIKA  National Social Assistance Programme (NSAP)  National Urban Livelihood Mission (NULM)  Healthcare facilities  Rashtriya Swasthya BimaYojana (RSBY)  National Health Mission (NHM)  National Policy on Skill Development, 2009  Indira Awas Yojana Page | 9",pending,,,,
q_0072,entity_relation,"How are AICTE – Mitacs Globalink Research Internship (GRI) Scheme and AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH related through ministry of education?",chunk_00c17e5e,"{""entity_graph"": {""rank"": 1, ""score"": 0.5}}",,"to raise awareness in the community. It should be clear, attractive, and easy to read, with focused messages and adequate information preferably in the local language. 8.2.2 The launch event  Check event venue prior to the event and ensure that the equipment is in working order.  Ensure orderly and timely conduct of the event.  Ensure folders with materials are available for all participants.  Ensure release of IEC materials for the Rotavirus vaccine launch.  Prepare press release based on the draft provided for print and online versions. 8.3 Advocacy Advocacy is a well-defined process based on demonstrated evidence to influence decision makers, stakeholders and audiences to suppor",pending,,,,
q_0072,entity_relation,"How are AICTE – Mitacs Globalink Research Internship (GRI) Scheme and AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH related through ministry of education?",chunk_0192a18e,"{""entity_graph"": {""rank"": 2, ""score"": 0.5}}",,"on the immunization card and RCH register. Step 6 Return the unopened and opened Rotavirus vaccine vials after the immunization session to the cold chain point as per guidelines. Table 5: Key instructions for health workers while administering the Rotavirus vaccine 6.2 Reporting and recording of Rotavirus vaccine All recording and reporting formats with inclusion of Rotavirus vaccine should be printed well in time before introduction of the vaccine. These formats should be distributed before introduction and ensure that during health workers’ training, an exercise for filling the MCP card and other formats should be conducted. Inclusion of Rotavirus vaccine will be required in vaccine stock ",pending,,,,
q_0072,entity_relation,"How are AICTE – Mitacs Globalink Research Internship (GRI) Scheme and AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH related through ministry of education?",chunk_01ca802c,"{""entity_graph"": {""rank"": 3, ""score"": 0.5}}",,"the primary objective of the scheme? Answer: The scheme aims to provide hostel facilities to students belonging to socially and educationally backward classes, especially from rural areas, to enable them to pursue secondary and higher education. Question: Who are the implementing agencies eligible for assistance under this scheme? Answer: Eligible agencies include State Governments, Union Territory Administrations, and institutions or organizations set up by the Central Government as autonomous bodies under a statute (e.g., Central Universities, IITs, NITs).​ Question: What are the cost norms per hostel seat in different regions? Answer: The cost per hostel seat is as follows:​ 1. North East",pending,,,,
q_0072,entity_relation,"How are AICTE – Mitacs Globalink Research Internship (GRI) Scheme and AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH related through ministry of education?",chunk_6c1cddf0,"{""bm25"": {""rank"": 1, ""score"": 118.69256758308626}, ""faiss"": {""rank"": 2, ""score"": 0.6130406317894874}}",1,"Scheme: AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH Ministry: Ministry of Education Department: Department Of Higher Education Level: Central Scheme type: Central Sector Scheme Target beneficiaries: University / Institution Overview The scheme is intended for providing Financial Grant for conducting a Study Tour of ATAL TUNNEL by Students / faculty of AICTE approved Institutions in the field of technical education. Detailed description AICTE has launched a new scheme namely ,AICTE YOUTH UNDERTAKING VISIT FOR ACQUTRING KNOWLEDGE (YUVAK) STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH, on 21 st May 2021 to provide financial grants to",pending,,,,
q_0072,entity_relation,"How are AICTE – Mitacs Globalink Research Internship (GRI) Scheme and AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH related through ministry of education?",chunk_b0152e51,"{""bm25"": {""rank"": 3, ""score"": 76.39293104248843}, ""faiss"": {""rank"": 1, ""score"": 0.6532114701009021}}",1,"Scheme: AICTE – Mitacs Globalink Research Internship (GRI) Scheme Ministry: Ministry of Education Department: Department Of Higher Education Implementing agency: AICTE And Mitacs Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview The scheme aims to promote collaborative research between India and Canada. Through this scheme, fully funded international research internships are provided to eligible Indian undergraduate students. Detailed description The scheme “AICTE–MITACS Globalink Research Internship (GRI)” has been launched by the All India Council for Technical Education (AICTE), Government of India. It aims to foster cross-border partnerships",pending,,,,
q_0072,entity_relation,"How are AICTE – Mitacs Globalink Research Internship (GRI) Scheme and AICTE - YOUTH UNDERTAKING VISIT FOR ACQUIRING KNOWLEDGE (YUVAK): STUDY TOUR OF ATAL TUNNEL, HIMACHAL PRADESH related through ministry of education?",chunk_db8507e0,"{""bm25"": {""rank"": 2, ""score"": 85.30780199716563}, ""faiss"": {""rank"": 3, ""score"": 0.5873179532948736}}",,"scheme? Answer: AICTE–Youth Undertaking Visit For Acquiring Knowledge (YUVAK) Study Tour Of Atal Tunnel scheme has been launched to provide financial grants to the institutions who conducts study tour of ATAL TUNNEL to the team of one faculty and 10 students from AICTE approved institutions. Question: When this scheme was launched? Answer: This scheme was launched in on 21 st May, 2021. Question: Who manages this scheme? Answer: This scheme is managed by All India Council for Technical Education(AICTE). Question: What is Atal Tunnel and where it has been built? Answer: Atal Tunnel has been built under the Rohtang Pass on the Leh-Manali Highway as an all-weather route to Leh and Lahaul and Sp",pending,,,,
q_0073,entity_relation,How are Aam Aadmi Bima Yojana and Internship Scheme Of Employees’ Provident Fund Organisation (EPFO) related through ministry of labour and employment level: central scheme?,chunk_0a37094c,"{""entity_graph"": {""rank"": 1, ""score"": 0.5}}",,a) Pursuing law [in the last two years of degree course] or Law Graduates. b) Pursuing Post Graduation in Law or Research Scholars in Law. c) Pursuing post-graduation courses like MBA/MSW/ MSC/MA/M.Com./MCA. 2. The applicant should be enrolled in recognized University/Institution within India or abroad. Application process Online The application must be submitted in the prescribed format along with the required (self-attested) documents by EMAIL ONLY to rc.hrm@epfindia.gov.in. NOTE: Soft copies of mark sheets /certificates etc. in support of qualifications and other documentary proof need not be sent with the application. Required documents At the time of Application 1. Letter of Recommendat,pending,,,,
q_0073,entity_relation,How are Aam Aadmi Bima Yojana and Internship Scheme Of Employees’ Provident Fund Organisation (EPFO) related through ministry of labour and employment level: central scheme?,chunk_0f94052e,"{""entity_graph"": {""rank"": 2, ""score"": 0.5}}",,Superannuation Pension The applicant must be 58 years or above in age. The applicant must have rendered at least 10 years of eligible service. For Early Pension The applicant must opt for early pension between 50 and 58 years of age. For Family Pension The applicant must be the spouse or child of a deceased member who met the eligibility criteria. The applicant must provide proof of the relationship and the member's death. The deceased member must have contributed for at least one month. Post-Selection Conditions The applicant must submit the required documents for verification. The applicant must comply with EPFO guidelines for pension disbursement. *International workers are eligible under,pending,,,,
q_0073,entity_relation,How are Aam Aadmi Bima Yojana and Internship Scheme Of Employees’ Provident Fund Organisation (EPFO) related through ministry of labour and employment level: central scheme?,chunk_4b178ed4,"{""faiss"": {""rank"": 3, ""score"": 0.5832707233051392}}",,"Scheme: Internship Scheme Of The Ministry Of Labour & Employment Ministry: Ministry Of Labour and Employment Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview Through the Internship Scheme, the Ministry of Labour & Employment engage eligible students as “Interns"" to work for mutual benefit. The “Interns” shall have an opportunity to know about the Government functioning and Department Policy issues in the Government of India. Detailed description Through the Internship Scheme, the Ministry of Labour & Employment engage eligible students as “Interns"" to work for mutual benefit. The “Interns” shall have an opportunity to know about the Government funct",pending,,,,
q_0073,entity_relation,How are Aam Aadmi Bima Yojana and Internship Scheme Of Employees’ Provident Fund Organisation (EPFO) related through ministry of labour and employment level: central scheme?,chunk_5a400edf,"{""bm25"": {""rank"": 2, ""score"": 60.81836841665168}, ""faiss"": {""rank"": 2, ""score"": 0.5992305645727893}}",1,"Scheme: Aam Aadmi Bima Yojana Ministry: Ministry Of Labour and Employment Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The Aam Aadmi Bima Yojana (AABY) is a social security scheme for rural landless households implemented by the Ministry of Labour & Employment, Government of India. The scheme provides insurance coverage to the head of the household or an earning member of the family in the age group of 18 to 59. Detailed description The Aam Aadmi Bima Yojana (AABY) is a social security scheme launched by the Ministry of Labour & Employment, Government of India, and implemented through LIC. It provides death and disability coverage to members of ",pending,,,,
q_0073,entity_relation,How are Aam Aadmi Bima Yojana and Internship Scheme Of Employees’ Provident Fund Organisation (EPFO) related through ministry of labour and employment level: central scheme?,chunk_5d6669f2,"{""entity_graph"": {""rank"": 3, ""score"": 0.5}}",,"Scheme: Employees' Pension Scheme Ministry: Ministry Of Labour and Employment Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The scheme ensures retirement security for employees covered under the EPF Act, offering monthly pensions, family pensions, and withdrawal benefits. It targets workers in organised sectors, providing financial support post-retirement, during disability, or to dependents after the member’s death. Detailed description Launched on 16th November 1995, the ""Employees' Pension Scheme"" is a social security initiative by the Government of India, implemented under the Employees' Provident Funds and Miscellaneous Provisions Act, 1952.",pending,,,,
q_0073,entity_relation,How are Aam Aadmi Bima Yojana and Internship Scheme Of Employees’ Provident Fund Organisation (EPFO) related through ministry of labour and employment level: central scheme?,chunk_7d6da280,"{""bm25"": {""rank"": 1, ""score"": 64.58723349557371}, ""faiss"": {""rank"": 1, ""score"": 0.6336713600624863}}",1,Scheme: Internship Scheme Of Employees’ Provident Fund Organisation (EPFO) Ministry: Ministry Of Labour and Employment Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The Internship Scheme of Employees’ Provident Fund Organization invites applications for Internships from students for engagement as “Interns” with EPFO. The “Interns” shall have an opportunity to know about the EPFO’s functioning and Departmental Policy issues in EPFO and Government of India. Detailed description The Internship Scheme of Employees’ Provident Fund Organization invites applications for Internships from students for engagement as “Interns” with EPFO. The “Interns” shall,pending,,,,
q_0073,entity_relation,How are Aam Aadmi Bima Yojana and Internship Scheme Of Employees’ Provident Fund Organisation (EPFO) related through ministry of labour and employment level: central scheme?,chunk_8f18c46b,"{""bm25"": {""rank"": 3, ""score"": 50.14068714160965}}",,"as actually earned by the Pension Fund or the savings bank interest rate, whichever is higher. 6. Death of Beneficiary During the Contribution Period If an eligible beneficiary has given regular contributions and dies due to any cause, the spouse shall be entitled to continue with the scheme by payment of regular contributions. If the spouse does not wish to continue after the beneficiary's death, they can exit by receiving the share of contribution paid by the beneficiary along with accumulated interest, as actually earned by the Pension Fund or at the savings bank interest rate, whichever is higher. 7. Corpus Reversion After Death of Both Beneficiary and Spouse After the death of the benef",pending,,,,
q_0074,entity_relation,How are Credit Linked Subsidy Scheme for Middle Income Group and Micro Finance Scheme of NMDFC related through backward classes?,chunk_005a2521,"{""entity_graph"": {""rank"": 3, ""score"": 0.3333333333333333}}",,Scheme: IVRI Institute Scholarship For M.V.Sc. And Ph.D. Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Implementing agency: Indian Council Of Agricultural Research (ICAR) Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: All Overview The Indian Veterinary Research Institute will award scholarships to MVSc and PhD students who need financial assistance.his provision will be utilized to assist as many students as possible who have good academic record and who are making diligent efforts to pursue higher education. Detailed description IVRI Institute Scholarship for M.V.Sc. and Ph.D. – The Indian Cou,pending,,,,
q_0074,entity_relation,How are Credit Linked Subsidy Scheme for Middle Income Group and Micro Finance Scheme of NMDFC related through backward classes?,chunk_2bb715ea,"{""faiss"": {""rank"": 2, ""score"": 0.5881472450457287}, ""entity_graph"": {""rank"": 1, ""score"": 0.5}}",,"Scheme: Education Loan Scheme of NMDFC Ministry: Ministry Of Minority Affairs Implementing agency: National Minorities Development & Finance Corporation Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: All Overview Loan of upto ₹20,00,000/- for domestic courses & ₹30,00,000/- for courses abroad under Credit Line-1 and Credit line -2 is extended to beneficiaries belong to minority communities at 3% p.a. & 8% p.a respectively. Detailed description Under this scheme of NMDFC, loan is available for job oriented 'technical and professional courses' of durations not exceeding five years. Loan of upto ₹20,00,000/- for domestic courses & ₹30,00,000/- for courses abroad un",pending,,,,
q_0074,entity_relation,How are Credit Linked Subsidy Scheme for Middle Income Group and Micro Finance Scheme of NMDFC related through backward classes?,chunk_80d73df5,"{""bm25"": {""rank"": 2, ""score"": 52.57970062482558}, ""faiss"": {""rank"": 1, ""score"": 0.5980565142405628}, ""entity_graph"": {""rank"": 2, ""score"": 0.5}}",1,"Scheme: Micro Finance Scheme of NMDFC Ministry: Ministry Of Minority Affairs Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Self Help Groups (SHGS) Overview Under the scheme, an amount of Rs. 1 lakh under credit Line-1 & upto Rs. 1.5 lakh under Credit Line-2 is extended to each member of SHG (belong to Minority communities) at interest rate of 7% & 10% respectively. Concession of 2% is extended to women beneficiaries under Credit Line-2. Detailed description Under this Scheme of NMDFC, credit is extended to the members of the Self Help Groups (SHGs), predominantly comprising of the minority women scattered in remote villages and urban slums, who are not able to ",pending,,,,
q_0074,entity_relation,How are Credit Linked Subsidy Scheme for Middle Income Group and Micro Finance Scheme of NMDFC related through backward classes?,chunk_98eaee8e,"{""bm25"": {""rank"": 3, ""score"": 44.33063226907838}}",,"Ministry may notify other institutions as CNA in the future. Toll-Free Helpline Numbers: NHB: 1800-11-3377, 1800-11-3388 HUDCO: 1800-11-6163 SBI: 1800-11-2018 Required documents 1. Copy of Aadhaar Card 2. Copy of PAN Card 3. Residence proof 4. Proof of income 5. Bank account details 6. Property documents 7. Any other documents, as required Frequently asked questions Question: What is Affordable Housing through Credit Linked Subsidy Scheme for MIG? Answer: Under Credit Linked Subsidy Scheme, beneficiaries of Middle-Income Group (MIG) can seek housing loans from Banks, Housing Finance Companies and other such institutions for acquisition/ construction of house (including re-purchase). The cred",pending,,,,
q_0074,entity_relation,How are Credit Linked Subsidy Scheme for Middle Income Group and Micro Finance Scheme of NMDFC related through backward classes?,chunk_e7504d4c,"{""bm25"": {""rank"": 1, ""score"": 54.711189856854716}, ""faiss"": {""rank"": 3, ""score"": 0.5424559692247742}}",,"Scheme: Credit Linked Subsidy Scheme for Middle Income Group Ministry: Ministry Of Housing & Urban Affairs Implementing agency: National Housing Bank, Housing And Urban Development Corporation And State Bank Of India Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Family Overview Under Credit Linked Subsidy Scheme, beneficiaries of Middle-Income Group (MIG) can seek housing loans from Banks, Housing Finance Companies and other such institutions for acquisition/ construction of house (including re-purchase). Detailed description The scheme ""Credit Linked Subsidy Scheme for Middle Income Group (CLSS for MIG)"" by the Ministry of Housing and Urban Affairs, Government of I",pending,,,,
q_0075,entity_relation,How are Mahatma Gandhi National Rural Employment Guarantee Act and National Food Security Mission NFSM related through gram panchayat?,chunk_389c9415,"{""entity_graph"": {""rank"": 1, ""score"": 0.5}}",,"the details of wage payments like work ID, wage rate, number of days worked, amount earned by the worker during the week, number of mandays completed per HH and number of mandays of employment due to the households concerned etc. The format of the Wage Slip can be found in Annexure-15 of the scheme guidelines. Question: How Are The Payments Of Wages Made To The Wage Seekers? Answer: The payment of wages shall, unless so exempted by the Central Government, be made through the individual savings accounts of the workers in the relevant banks or post offices. Question: Is There Any Authentic Document Required To Open The Wage Seeker Account? Answer: MGNREGS Job Card, duly signed by the concerned",pending,,,,
q_0075,entity_relation,How are Mahatma Gandhi National Rural Employment Guarantee Act and National Food Security Mission NFSM related through gram panchayat?,chunk_74005926,"{""bm25"": {""rank"": 2, ""score"": 36.0255548985909}, ""faiss"": {""rank"": 1, ""score"": 0.5847246052968041}, ""entity_graph"": {""rank"": 2, ""score"": 0.5}}",,"Scheme: Mahatma Gandhi National Rural Employment Guarantee Act Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: Gram Panchayats (GPs) Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview An employment scheme by the MoRD, providing provide at least 100 days of guaranteed wage employment in a financial year to every rural household whose adult members volunteer to do unskilled work. Any Indian citizen above the age of 18 years and residing in a rural area can apply to this scheme. Detailed description An employment scheme by the Ministry of Rural Development, providing provide at least 100 days ",pending,,,,
q_0075,entity_relation,How are Mahatma Gandhi National Rural Employment Guarantee Act and National Food Security Mission NFSM related through gram panchayat?,chunk_eabef128,"{""bm25"": {""rank"": 3, ""score"": 32.26708840464658}}",,"Scheme: Indira Gandhi National Widow Pension Scheme Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: State/UT Government Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview A non-contributory pension scheme to provide social security to widows of poor family (BPL) of the society. Detailed description Indira Gandhi National Widow Pension Scheme (IGNWPS) is implemented by Ministry of Rural Development, Government of India. It is a non-contributory pension scheme to provide social security to widows of poor family (BPL) of the society. Benefits A pension of ₹ 300/- per month is provided to Widows bet",pending,,,,
q_0075,entity_relation,How are Mahatma Gandhi National Rural Employment Guarantee Act and National Food Security Mission NFSM related through gram panchayat?,chunk_ee5f6709,"{""faiss"": {""rank"": 3, ""score"": 0.5664228506020136}}",,"in all districts of the country on line lines of Rural Development Self-Employment Institute (RUDSETI) model for promoting self-employment. National Academy of RUDSETIs is supporting RSETIs in this effort. RSETIs provide self-employment training and link the candidates with bank loans for taking up self-employment. NRLM provides the costs of the training to RSETIs. Question: How Does NRLM Support Farm-Based Livelihoods? Answer: Mahila Kisan Sashaktikaran Pariyojana (MKSP), launched in 2010-11, is a special programme for livelihood enhancement under NRLM. It is a concerted effort to recognize the role of women in agriculture and an investment is being made to enhance their capacities and incr",pending,,,,
q_0075,entity_relation,How are Mahatma Gandhi National Rural Employment Guarantee Act and National Food Security Mission NFSM related through gram panchayat?,chunk_f5cbeb2b,"{""bm25"": {""rank"": 1, ""score"": 42.12565978188036}, ""faiss"": {""rank"": 2, ""score"": 0.5753938723896602}, ""entity_graph"": {""rank"": 3, ""score"": 0.5}}",,"Government of India are implementing a number of schemes which target a variety of beneficiaries. In most of such schemes, special emphasis is given to cover the weaker sections of the society and other disadvantaged groups. The Expert Committee is of the view that these schemes could be effectively utilized for providing benefits to such transgender persons who are eligible under those schemes. Some of such schemes/programmes are mentioned below (this list is not exhaustive): Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) 2. The Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA) was a major initiative of the 11thFive Year Plan period. This aims at enhancing t",pending,,,,
